Date,AAPL,MSFT,GOOGL,AMZN,TSLA,BRK-B,JNJ,JPM,V,PG,NVDA,HD,DIS,MA,PYPL,NFLX,ADBE,CMCSA,PFE
2022-11-21,148.00999450683594,242.0500030517578,95.5999984741211,92.45999908447266,167.8699951171875,311.20001220703125,175.97000122070312,133.0500030517578,206.32000732421875,144.3800048828125,15.317000389099121,316.7799987792969,97.58000183105469,338.25,80.62999725341797,285.04998779296875,321.489990234375,34.349998474121094,48.18000030517578
2022-11-22,150.17999267578125,245.02999877929688,97.05000305175781,93.19999694824219,169.91000366210938,315.760009765625,176.82000732421875,135.0399932861328,210.3300018310547,145.6199951171875,16.038000106811523,324.8800048828125,96.20999908447266,344.9599914550781,79.91000366210938,286.69000244140625,330.8800048828125,35.099998474121094,49.08000183105469
2022-11-23,151.07000732421875,247.5800018310547,98.45999908447266,94.12999725341797,183.1999969482422,316.17999267578125,177.00999450683594,136.47999572753906,211.72999572753906,146.4499969482422,16.518999099731445,321.510009765625,98.87999725341797,348.6400146484375,80.75,291.5,335.7799987792969,35.529998779296875,48.849998474121094
2022-11-25,148.11000061035156,247.49000549316406,97.45999908447266,93.41000366210938,182.86000061035156,317.42999267578125,177.24000549316406,136.74000549316406,213.7899932861328,146.72000122070312,16.270000457763672,326.3800048828125,98.87000274658203,351.2900085449219,80.08000183105469,285.5400085449219,334.29998779296875,35.650001525878906,49.209999084472656
2022-11-28,144.22000122070312,241.75999450683594,96.05000305175781,93.94999694824219,182.9199981689453,313.2699890136719,177.3300018310547,134.35000610351562,211.25999450683594,146.60000610351562,15.82699966430664,318.9200134277344,95.69000244140625,344.5899963378906,79.93000030517578,281.1700134277344,328.9700012207031,35.59000015258789,49.56999969482422
2022-11-29,141.1699981689453,240.3300018310547,95.19000244140625,92.41999816894531,180.8300018310547,315.1300048828125,176.08999633789062,136.55999755859375,209.05999755859375,145.47999572753906,15.638999938964844,315.9599914550781,94.69000244140625,343.1300048828125,77.63999938964844,280.9599914550781,326.7799987792969,35.47999954223633,49.4900016784668
2022-11-30,148.02999877929688,255.13999938964844,100.98999786376953,96.54000091552734,194.6999969482422,318.6000061035156,178.0,138.17999267578125,217.0,149.16000366210938,16.92300033569336,323.989990234375,97.87000274658203,356.3999938964844,78.41000366210938,305.5299987792969,344.92999267578125,36.63999938964844,50.130001068115234
2022-12-01,148.30999755859375,254.69000244140625,100.98999786376953,95.5,194.6999969482422,315.8399963378906,178.74000549316406,136.24000549316406,217.0,149.25,17.135000228881836,327.07000732421875,98.58999633789062,360.79998779296875,78.52999877929688,316.95001220703125,344.1099853515625,36.279998779296875,51.08000183105469
2022-12-02,147.80999755859375,255.02000427246094,100.44000244140625,94.12999725341797,194.86000061035156,316.1499938964844,178.8800048828125,135.16000366210938,217.66000366210938,150.61000061035156,16.875999450683594,327.989990234375,99.43000030517578,360.05999755859375,74.66000366210938,320.4100036621094,341.5299987792969,35.86000061035156,50.90999984741211
2022-12-05,146.6300048828125,250.1999969482422,99.4800033569336,91.01000213623047,182.4499969482422,310.57000732421875,178.77999877929688,131.3699951171875,213.67999267578125,149.08999633789062,16.610000610351562,320.0799865722656,95.93000030517578,356.0899963378906,73.62000274658203,312.5899963378906,334.0899963378906,35.150001525878906,50.72999954223633
2022-12-06,142.91000366210938,245.1199951171875,96.9800033569336,88.25,179.82000732421875,307.7799987792969,176.10000610351562,131.58999633789062,209.0800018310547,149.27999877929688,15.987000465393066,317.45001220703125,92.29000091552734,347.5299987792969,72.2300033569336,305.55999755859375,331.1499938964844,34.77000045776367,49.709999084472656
2022-12-07,140.94000244140625,244.3699951171875,94.94000244140625,88.45999908447266,174.0399932861328,305.82000732421875,177.1699981689453,131.5,207.80999755859375,150.24000549316406,16.1200008392334,320.1499938964844,92.1500015258789,347.4200134277344,74.41999816894531,308.4200134277344,326.67999267578125,34.619998931884766,50.2400016784668
2022-12-08,142.64999389648438,247.39999389648438,93.70999908447266,90.3499984741211,173.44000244140625,305.989990234375,177.1999969482422,132.8800048828125,209.10000610351562,151.32000732421875,17.16900062561035,324.0899963378906,92.55000305175781,351.1700134277344,74.22000122070312,310.260009765625,332.5799865722656,34.970001220703125,51.779998779296875
2022-12-09,142.16000366210938,245.4199981689453,92.83000183105469,89.08999633789062,179.0500030517578,306.3900146484375,175.74000549316406,132.16000366210938,208.6999969482422,150.9199981689453,17.000999450683594,320.4800109863281,93.37999725341797,348.8299865722656,73.56999969482422,320.010009765625,330.6400146484375,35.31999969482422,51.720001220703125
2022-12-12,144.49000549316406,252.50999450683594,93.30999755859375,90.55000305175781,167.82000732421875,311.45001220703125,177.83999633789062,134.2100067138672,214.58999633789062,152.47000122070312,17.53499984741211,327.9800109863281,94.66000366210938,358.1700134277344,73.80000305175781,315.17999267578125,338.1700134277344,36.52000045776367,52.15999984741211
2022-12-13,145.47000122070312,256.9200134277344,95.62999725341797,92.48999786376953,160.9499969482422,312.3299865722656,179.2100067138672,134.0800018310547,213.0399932861328,152.24000549316406,18.07200050354004,332.8900146484375,94.69999694824219,357.1499938964844,73.69999694824219,320.3399963378906,342.4599914550781,36.709999084472656,53.06999969482422
2022-12-14,143.2100067138672,257.2200012207031,95.06999969482422,91.58000183105469,156.8000030517578,309.2900085449219,179.75999450683594,133.41000366210938,213.32000732421875,152.83999633789062,17.673999786376953,333.42999267578125,94.1500015258789,357.510009765625,72.62999725341797,317.8299865722656,339.9200134277344,35.349998474121094,54.47999954223633
2022-12-15,136.5,249.00999450683594,90.86000061035156,88.44999694824219,157.6699981689453,301.9100036621094,177.49000549316406,130.10000610351562,207.91000366210938,151.11000061035156,16.95199966430664,327.6000061035156,90.48999786376953,346.25,69.7699966430664,290.4100036621094,328.7099914550781,34.61000061035156,53.61000061035156
2022-12-16,134.50999450683594,244.69000244140625,90.26000213623047,87.86000061035156,150.22999572753906,300.0,175.6699981689453,129.2899932861328,206.88999938964844,150.44000244140625,16.570999145507812,323.3399963378906,90.08000183105469,345.8399963378906,69.26000213623047,290.7099914550781,338.5400085449219,34.4900016784668,51.400001525878906
2022-12-19,132.3699951171875,240.4499969482422,88.44000244140625,84.91999816894531,149.8699951171875,300.0299987792969,175.47999572753906,130.05999755859375,204.82000732421875,150.39999389648438,16.253999710083008,317.3299865722656,85.77999877929688,341.260009765625,68.94999694824219,288.29998779296875,328.760009765625,33.97999954223633,51.36000061035156
2022-12-20,132.3000030517578,241.8000030517578,89.0199966430664,85.19000244140625,137.8000030517578,302.0,175.6699981689453,130.69000244140625,205.36000061035156,150.4600067138672,16.084999084472656,314.8399963378906,87.0199966430664,342.95001220703125,68.76000213623047,288.19000244140625,338.2200012207031,34.40999984741211,51.31999969482422
2022-12-21,135.4499969482422,244.42999267578125,89.58000183105469,86.7699966430664,137.57000732421875,307.82000732421875,177.67999267578125,132.16000366210938,206.80999755859375,151.83999633789062,16.500999450683594,319.3599853515625,86.91999816894531,345.69000244140625,69.20999908447266,297.9599914550781,341.3800048828125,35.08000183105469,51.65999984741211
2022-12-22,132.22999572753906,238.19000244140625,87.76000213623047,83.79000091552734,125.3499984741211,302.69000244140625,177.02999877929688,130.66000366210938,205.05999755859375,152.19000244140625,15.33899974822998,316.1199951171875,86.66999816894531,341.5199890136719,68.56999969482422,297.75,336.5199890136719,34.81999969482422,51.63999938964844
2022-12-23,131.86000061035156,238.72999572753906,89.2300033569336,85.25,123.1500015258789,306.489990234375,177.47999572753906,131.27999877929688,205.8300018310547,152.6199951171875,15.206000328063965,318.7300109863281,88.01000213623047,343.6000061035156,69.02999877929688,294.9599914550781,338.45001220703125,35.13999938964844,51.83000183105469
2022-12-27,130.02999877929688,236.9600067138672,87.38999938964844,83.04000091552734,109.0999984741211,305.54998779296875,177.42999267578125,131.74000549316406,206.2899932861328,153.9499969482422,14.121000289916992,319.54998779296875,86.37000274658203,346.1600036621094,68.33000183105469,284.1700134277344,335.0899963378906,35.0,51.130001068115234
2022-12-28,126.04000091552734,234.52999877929688,86.0199966430664,81.81999969482422,112.70999908447266,303.42999267578125,176.66000366210938,132.4600067138672,204.99000549316406,151.9600067138672,14.03600025177002,315.7300109863281,84.16999816894531,341.95001220703125,67.55000305175781,276.8800048828125,328.3299865722656,34.619998931884766,50.79999923706055
2022-12-29,129.61000061035156,241.00999450683594,88.44999694824219,84.18000030517578,121.81999969482422,309.05999755859375,177.55999755859375,133.22000122070312,208.05999755859375,152.58999633789062,14.602999687194824,320.4100036621094,87.18000030517578,348.2099914550781,70.55999755859375,291.1199951171875,337.5799865722656,35.04999923706055,51.33000183105469
2022-12-30,129.92999267578125,239.82000732421875,88.2300033569336,84.0,123.18000030517578,308.8999938964844,176.64999389648438,134.10000610351562,207.75999450683594,151.55999755859375,14.61400032043457,315.8599853515625,86.87999725341797,347.7300109863281,71.22000122070312,294.8800048828125,336.5299987792969,34.970001220703125,51.2400016784668
2023-01-03,125.06999969482422,239.5800018310547,89.12000274658203,85.81999969482422,108.0999984741211,309.9100036621094,178.19000244140625,135.1199951171875,207.38999938964844,151.57000732421875,14.3149995803833,315.9100036621094,88.97000122070312,346.79998779296875,74.58000183105469,294.95001220703125,336.9200134277344,35.56999969482422,51.2599983215332
2023-01-04,126.36000061035156,229.10000610351562,88.08000183105469,85.13999938964844,113.63999938964844,314.54998779296875,180.1300048828125,136.3800048828125,212.61000061035156,152.22999572753906,14.74899959564209,319.7300109863281,91.9800033569336,355.1499938964844,77.69000244140625,309.4100036621094,341.4100036621094,36.59000015258789,50.130001068115234
2023-01-05,125.0199966430664,222.30999755859375,86.19999694824219,83.12000274658203,110.33999633789062,312.8999938964844,178.8000030517578,135.35000610351562,211.11000061035156,150.33999633789062,14.265000343322754,315.4700012207031,91.91999816894531,351.7699890136719,76.2699966430664,309.70001220703125,328.44000244140625,36.97999954223633,49.65999984741211
2023-01-06,129.6199951171875,224.92999267578125,87.33999633789062,86.08000183105469,113.05999755859375,318.69000244140625,180.25,137.94000244140625,217.75,153.9199981689453,14.859000205993652,317.5299987792969,93.91999816894531,367.6700134277344,76.4800033569336,315.54998779296875,332.75,37.88999938964844,50.91999816894531
2023-01-09,130.14999389648438,227.1199951171875,88.0199966430664,87.36000061035156,119.7699966430664,315.5299987792969,175.5800018310547,137.3699951171875,218.60000610351562,152.0399932861328,15.628000259399414,317.80999755859375,94.7699966430664,370.9700012207031,77.08000183105469,315.1700134277344,341.9800109863281,37.54999923706055,48.38999938964844
2023-01-10,130.72999572753906,228.85000610351562,88.41999816894531,89.87000274658203,118.8499984741211,316.3500061035156,175.16000366210938,138.60000610351562,221.08999633789062,151.88999938964844,15.909000396728516,320.6300048828125,95.55999755859375,371.010009765625,77.91999816894531,327.5400085449219,338.70001220703125,37.880001068115234,47.619998931884766
2023-01-11,133.49000549316406,235.77000427246094,91.5199966430664,95.08999633789062,123.22000122070312,320.3699951171875,174.8800048828125,139.6300048828125,222.10000610351562,150.66000366210938,16.000999450683594,329.0,96.33000183105469,377.8599853515625,78.54000091552734,327.260009765625,342.92999267578125,37.95000076293945,47.45000076293945
2023-01-12,133.41000366210938,238.50999450683594,91.12999725341797,95.2699966430664,123.55999755859375,318.92999267578125,174.0,139.49000549316406,223.6199951171875,149.80999755859375,16.51099967956543,329.8699951171875,99.80999755859375,379.80999755859375,79.77999877929688,330.1300048828125,344.5400085449219,38.689998626708984,47.709999084472656
2023-01-13,134.75999450683594,239.22999572753906,92.12000274658203,98.12000274658203,122.4000015258789,317.6400146484375,173.42999267578125,143.00999450683594,223.05999755859375,150.8800048828125,16.89900016784668,331.2099914550781,99.4000015258789,375.5199890136719,79.4800033569336,332.82000732421875,344.3800048828125,38.93000030517578,47.849998474121094
2023-01-17,135.94000244140625,240.35000610351562,91.29000091552734,96.05000305175781,131.49000549316406,314.8599853515625,172.36000061035156,140.8000030517578,223.0,150.44000244140625,17.70199966430664,327.5299987792969,99.91000366210938,375.0,80.18000030517578,326.2200012207031,344.3800048828125,38.939998626708984,46.08000183105469
2023-01-18,135.2100067138672,235.80999755859375,91.12000274658203,95.45999908447266,128.77999877929688,308.29998779296875,169.75999450683594,136.57000732421875,219.4600067138672,146.41000366210938,17.37700080871582,323.69000244140625,99.04000091552734,368.9200134277344,77.30999755859375,326.3299865722656,341.30999755859375,38.279998779296875,45.0
2023-01-19,135.27000427246094,231.92999267578125,93.05000305175781,93.68000030517578,127.16999816894531,305.2300109863281,169.52999877929688,134.75,220.41000366210938,142.4199981689453,16.764999389648438,310.8800048828125,99.08000183105469,367.94000244140625,76.75,315.7799987792969,342.5299987792969,38.13999938964844,44.959999084472656
2023-01-20,137.8699951171875,240.22000122070312,98.0199966430664,97.25,133.4199981689453,309.8699951171875,168.74000549316406,135.0800018310547,224.30999755859375,142.97000122070312,17.839000701904297,315.0,103.4800033569336,376.2799987792969,79.08999633789062,342.5,356.3800048828125,39.369998931884766,45.11000061035156
